searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
крем тональный с гиалуроновой кислотой	2	False	крем тональный с гиалуроновой кислотой	25	25
Очищение сухая кожа	1	False	Очищение сухая кожа	14	14
Пнптид	1	False	Пнптид	0	0
салфетки от черных точек	2	False	салфетки от черных точек	14	14
Тональный крем MISSHA Signature Wrinkle Fill-up BB Cream SPF37/PA++ (No.21)	2	False	Тональный крем MISSHA Signature Wrinkle Fill-up BB Cream SPF37/PA++ (No.21)	32	32
saem cleansing oil	1	False	saem cleansing oil	22	22
ISA KNOX knox lab eye cream	4	False	ISA KNOX knox lab eye cream	0	0
Gi-Gi	1	True	gigi	0	0
Кайал	2	False	Кайал	16	16
ciracle pore control Blackhead off sheet	6	False	ciracle pore control Blackhead off sheet	31	31
кремовые румяна	29	False	кремовые румяна	26	26
Кисть	47	False	Кисть	31	31
Пилинг для кожи головы LADOR Scalp Scaling Spa	1	False	Пилинг для кожи головы LADOR Scalp Scaling Spa	32	32
сплеш маска	4	False	сплеш маска	32	32
кушон iope	5	False	кушон iope	32	32
green piggy collagen jella pack	2	False	green piggy collagen jella pack	31	31
Lifting	8	False	Lifting	32	32
mizon	29	False	mizon	23	23
гели для душа	8	False	гели для душа	32	32
TONY MOLY Wonder Butter Moisture Cream	2	False	TONY MOLY Wonder Butter Moisture Cream	30	30
средства для проблемной кожи	7	False	средства для проблемной кожи	32	32
Eco Soul Shaker	3	False	Eco Soul Shaker	32	32
Eye brows	1	False	Eye brows	32	32
Vprove	3	False	Vprove	29	29
Miracle finish	1	False	Miracle finish	18	18
сыворотка для жирной кожи	4	False	сыворотка для жирной кожи	32	32
филер для волос	16	False	филер для волос	30	30
farmstay эмульсия	5	False	farmstay эмульсия	30	30
Kerasys	2	False	Kerasys	14	14
эсенция для лица антивозрастная	3	False	эсенция для лица антивозрастная	22	22
Urban decay distortion	1	False	Urban decay distortion	32	32
Missha bb boomer	6	False	Missha bb boomer	27	27
база для макияжа	81	False	база для макияжа	19	19
skin pore zero	3	False	skin pore zero	30	30
пиллинг для лица	13	False	пиллинг для лица	32	32
крем вокруг глаз с улиточным муцином	11	False	крем вокруг глаз с улиточным муцином	30	30
Etude house lotion	2	False	Etude house lotion	29	29
витамин C	2	False	витамин C	31	31
A Horse Oil Moisture Energizing Toner	1	False	A Horse Oil Moisture Energizing Toner	32	32
Mugens	2	False	Mugens	26	26
паста зубная	3	False	паста зубная	17	17
эмульсии	53	False	эмульсии	32	32
4885	4	False	4885	1	1
для объема волос	5	False	для объема волос	32	32
Крем для глаз	2	False	Крем для глаз	31	31
змеи	2	False	змеи	32	32
bergamo	21	False	bergamo	26	26
крем для рук антивозрастной	22	False	крем для рук антивозрастной	31	31
педикюрные носочки	6	False	педикюрные носочки	17	17
шампунь для окрашенных волос	6	False	шампунь для окрашенных волос	32	32
гелевая маска для лица	2	False	гелевая маска для лица	32	32
Real Moisture Hand Cream	2	False	Real Moisture Hand Cream	27	27
рост волос	8	False	рост волос	31	31
time revolution night repair borabit ampoule	2	False	time revolution night repair borabit ampoule	32	32
сыворотка от прыщей	2	False	сыворотка от прыщей	28	28
Limoni Galaxy Eye Shadow	1	False	Limoni Galaxy Eye Shadow	30	30
The Face Shop peptite ampoule	2	True	the face shop peptide ampoule	29	0
Банан	5	False	Банан	16	16
6314-2	1	False	6314-2	0	0
It's skin propolis	2	False	It's skin propolis	32	32
силиконовая кисть	6	False	силиконовая кисть	32	32
магнитная	2	False	магнитная	32	32
массажер	6	False	массажер	10	10
бесцветный блеск для губ	1	False	бесцветный блеск для губ	8	8
night repair seruming ampoule 30ml	2	False	night repair seruming ampoule 30ml	32	32
шапочка	5	False	шапочка	27	27
Real beauty	1	False	Real beauty	32	32
хлопковый	5	False	хлопковый	32	32
усьмы масло	1	False	усьмы масло	32	32
Очищающий бальзам	4	False	Очищающий бальзам	30	30
missha шампунь	3	False	missha шампунь	29	29
Маска помидор	1	False	Маска помидор	32	32
гель огуруц	1	False	гель огуруц	32	32
шампунь глубокой очистки	12	False	шампунь глубокой очистки	29	29
краска	6	False	краска	32	32
Кокосовое масло	15	False	Кокосовое масло	27	27
Balm	1	False	Balm	32	32
snail essential ex wrinkle solution deep cleansing foam	1	False	snail essential ex wrinkle solution deep cleansing foam	32	32
MEISHOKU AHA&BHA Peeling Gel / Очищающий пилинг-гель с AHA и BHA с эффектом сильного скатывания, 180 мл.	1	False	MEISHOKU AHA&BHA Peeling Gel / Очищающий пилинг-гель с AHA и BHA с эффектом сильного скатывания, 180 мл.	32	32
anti trouble patch set	1	False	anti trouble patch set	31	31
Глиняная маска с пузырьками Elizavecca Carbonated Bubble Clay Mask	7	False	Глиняная маска с пузырьками Elizavecca Carbonated Bubble Clay Mask	31	31
термальная вода спрей для лица	13	False	термальная вода спрей для лица	31	31
крема с ласточкиным гнездом	7	False	крема с ласточкиным гнездом	25	25
skin	3	False	skin	26	26
ампульная сыворотка для лица	22	False	ампульная сыворотка для лица	25	25
масло для губ	12	False	масло для губ	31	31
snail recovery	2	False	snail recovery	31	31
коллаген для тела	1	False	коллаген для тела	32	32
carbonated bubbie clay mask	4	False	carbonated bubbie clay mask	31	31
Осветление подмышек	1	False	Осветление подмышек	32	32
Педы	3	False	Педы	6	6
mizon all in one	1	False	mizon all in one	23	23
Mascara	3	False	Mascara	32	32
8789	1	False	8789	1	1
увлажняющий тонер для жирной кожи	9	False	увлажняющий тонер для жирной кожи	29	29
иглы	6	False	иглы	32	32
Пудра компактная SKINFOOD Peach Sake Pore Pact	1	False	Пудра компактная SKINFOOD Peach Sake Pore Pact	29	29
Лучший кушон	2	False	Лучший кушон	32	32
несовершенства	1	False	несовершенства	32	32
Маска грязевая	1	False	Маска грязевая	30	30
ГЛИНЯНЫЕ МАСКИ	1	False	ГЛИНЯНЫЕ МАСКИ	25	25
Missha The First Treatment Essence - Intensive Moist 150ml	3	False	Missha The First Treatment Essence - Intensive Moist 150ml	32	32
увлажняющий крем для жирной кожи	34	False	увлажняющий крем для жирной кожи	21	21
пенки	2	False	пенки	25	25
Увлажняющий крем для комьинированной кожи	1	True	увлажняющий крем для комбинированной кожи	25	0
База для теней The Saem Saemmul Eye Primer [арт 4579]	2	False	База для теней The Saem Saemmul Eye Primer [арт 4579]	32	32
Блендер	2	True	blender	8	36
The Saem Saemmul Perfect Volume Mascara	8	False	The Saem Saemmul Perfect Volume Mascara	31	31
Wrinkle away	3	False	Wrinkle away	32	32
палочки	7	False	палочки	32	32
глиняная маска с пузырьками elizavecca	1	False	глиняная маска с пузырьками elizavecca	31	31
регенирирующий крем с морским кр	1	False	регенирирующий крем с морским кр	24	24
6218	4	False	6218	1	1
skin house cc cream	2	False	skin house cc cream	22	22
Маска поддерживающая овал	2	False	Маска поддерживающая овал	32	32
aqva rich whitening eye contour	3	False	aqva rich whitening eye contour	32	32
time lock aupres	1	False	time lock aupres	32	32
очищающая маска	27	False	очищающая маска	32	32
aloe	64	False	aloe	31	31
 scrub foam	1	False	scrub foam	29	29
The revolution immoral youth cream	1	True	the revolution immortal youth cream	32	0
Personal Hair Hard Styling Gel	1	False	Personal Hair Hard Styling Gel	32	32
целлюлит	5	False	целлюлит	32	32
elizavecca hell-pore clean up aha fruit toner	9	False	elizavecca hell-pore clean up aha fruit toner	31	31
Azulen	1	False	Azulen	4	4
3w clinic collagen	11	False	3w clinic collagen	21	21
Too Cool for School, Egg Cream Mask, Hydration	3	False	Too Cool for School, Egg Cream Mask, Hydration	32	32
Пептидный крем миззон	1	False	Пептидный крем миззон	28	28
