probability	fixed_query	eng_words	generated_translit	source
86	витасол	vitapol	витапол	brand
60	бутокс	bosch	босх	brand
60	бутокс	bosch	босч	brand
60	бутокс	bosch	босш	brand
60	бутокс	bits	битс	other
45	бокс для рулетки flexi	excel multi vit	экскель мульти вит	other
45	бокс для рулетки flexi	bosch adult	бош адулт	other
62	адресник	carny	карни	other
62	адресник	basic	басик	other
62	Эпи-отик	potty	потти	brand
62	Эпи-отик	pi-pi	пи-пи	brand
62	Эпи-отик	prac-tic	прак-тик	brand
62	Эпи-отик	pvp	пи ви пи	other
67	Элеовит	longevit	лонгевит	other
67	Элеовит	elite	элите	other
59	Шампунь присыпка	puppy shampoo	пуппи шампу	other
62	Чесалка	delica	делика	other
62	Чесалка	small cat	смалл кат	other
77	Хантер	hamster	хамштер	other
77	Хантер	hamster	хамстер	other
100	Фунгин форте	forte	форте	other
95	Флорентин	florentine	флорентине	other
56	Стоп секс	inspector	инспектор	brand
56	Стоп секс	selection	селектион	other
56	Стоп секс	sensation	сенсатион	other
60	Скворечник	care chicken	каре чикен	other
51	Секс барер для кошек	science plan mature	скиенке план матуре	other
56	Светящийся	vet diets	вет дитс	brand
60	Светильник	veterinary	ветеринари	other
67	Салфетки	athletic	азлетик	other
67	Салфетки	athletic	атлетик	other
67	Салфетки	satiety	сатиети	other
71	Проколин	prolife	пролиф	brand
77	Попоны	popcorn	попкорн	other
57	Поводок рулетка	wc closet cat	вк клозет кат	brand
57	Поводок рулетка	wc closet cat	вк клосет кат	brand
57	Поводок рулетка	poodle	поодле	other
67	Плацента	plan	план	brand
82	Перфекс пит	perfect fit	перфект фит	brand
56	Переноска для кошек	renal function	ренал функшен	other
53	Паста для вывода шерсти	petstages dogwood stick	петстагес догвоод стик	other
50	Паста cliny	paste	пасте	other
73	Паспорт	spot	спот	other
62	Памперс	alders	алдерс	brand
62	Памперс	wafers	ваферс	other
62	Памперс	alders alders	алдерс алдерс	other
71	Мультикан 6	multi	мульти	other
64	Морские свинки	fiory cincy	фиори синси	other
64	Морские свинки	fiory cincy	фиори кинки	other
57	Мерный стакан	sera san	сера сан	other
74	Мельбимакс	milbemax	милбемакс	brand
63	Мастометрин	tetramin	тетрамин	other
100	Мастиет форте	forte	форте	other
64	Локсиком	golosi complet	голоси комплет	other
62	Лестница	recutita	ресутита	other
52	Лакомства из баранины и ягненка	canin mini exigent	канин мини эксигент	other
57	Купалка	compact	компакт	other
64	Крем для лап	care adult large	каре адулт ларге	other
67	Кошки	coco	коко	other
67	Кошки	croc	крок	other
56	Кормушки	croc maxi	крок макси	other
33	Корм сухой Happy Dog "Adult" для взрослых собак мелких пород	goldfish colour flakes	голдфиш колоур флакес	other
33	Корм сухой Happy Dog "Adult" для взрослых собак мелких пород	goldfish colour sticks	голдфиш колоур стикс	other
40	Корм сухой Happy Cat	combo spot	комбо спот	other
28	Корм сухой Brit Care "Adult Small Breed" для собак мелких пород, с ягненком и рисом	dog monoproteico solo	дог монопротеисо соло	other
58	Контейнер для корма	adult optimal care	адульт оптимал кейр	other
67	Комбинизон	combo	комбо	other
67	Колпачки	compact	компакт	other
67	Когти	knot	кнот	other
67	Когти	country	коунтри	other
67	Когти	conigli	конигли	other
46	Клетки для сирийских хомяка	canin persian adult	кейнин персиан адульт	other
80	Канинсулин	canin skin	канин скин	other
64	Каниквантел	canin renal	канин ренал	other
64	Каниквантел	canin maine	канин маине	other
71	Ипакетин	acting	актинг	other
71	Ипакетин	action	актион	other
67	Инсулин	cincy	синси	other
67	Изотик	easy	изи	other
55	Зубная паста	malt paste	малт пасте	other
58	Зеркало для птиц	miracle pet dual	миракл пет дуал	other
55	Домики для морских свинок	holistic adult mini	холистик адулт мини	other
55	Домик для собак	loro parque mix	лоро парк микс	other
57	Диназаврек	park	дарк	brand
57	Диназаврек	diaz	диаз	other
62	Гельминтал	dental	дентал	other
62	Гельминтал	gentle	гентле	other
56	Гелевые пеленки	gentle hypoallergenic	гентле хипоаллергеник	other
67	Гамавит	gravy	грави	other
58	Воск для лап	holistic adult lamb	холистик адулт ламб	other
52	Вольер для собак	sera goldy	сера гольди	other
47	Внешние фильтры для аквариумом	royal canin aroma	рояль канин арома	other
47	Внешние фильтры для аквариумом	reptil professional carnivor	рептил профешнал карнивор	other
75	Витом	with	вит	other
75	Витом	vom	вом	other
83	Витафел	vital	витал	other
86	Виси	with	вис	other
52	Верные друзья	persian adult	персиан адульт	other
52	Верные друзья	free adult	фре адульт	other
67	Веда	weight	веайт	other
67	Вакдерм	derma	дерма	other
67	Вакдерм	wafer	вафер	other
67	Бонусы	bone	бон	other
50	Апоквел 3,6	power	повер	other
67	Антилай	light cat	лайт кат	other
67	Анотен	intense	интенс	other
67	Анандин	canin	канин	brand
67	Анандин	canin	цанин	brand
67	Анандин	mini canada	мини канада	other
67	Анандин	canarini	канарини	other
67	Алюминиум спрей	pure mini	пуре мини	other
60	Акция	maxi	макси	other
56	Адвокат для кошек	cat adult chicken	кат адулт чикен	other
75	Авва	aqua	аква	other
53	АНТИГЕЛЬМИРТИК ПРОФЕННДЕР	indigestible protein	индигестибле протеин	other
